id:ID,:LABEL,comments,body,createdAt,creator,score,sensitive,upvotes,username,post,pcNum,workload1_probability,workload1_label,oracle_label,oracle_confidence_probability,answer
2821bda7bef24d1cbf51d6225c322d67,Post,26,"#Pennsylvania Attorney Tom King: Everybody and their brother should intervene in #Texas lawsuit, lend support  #WarRoomPandemic @WarRoom2020 #trumpcampaign #scotus",20201209172108.0,d88d1a828aad457c84e0af7815f73e12,0.0,False,649.0,WarRoomPandemic,2821bda7bef24d1cbf51d6225c322d67,4.0,0.074495375,workload1_not,yes,0.95,"yes, 0.95"
7a126bdb7172486ea11b8c9bc7346562,Post,93,#BigTechHatesAmerica #Section230 #Google #YouTube #RightSideBroadcasting #StopTheSteal #Trump2020,20201209181557.0,b1b12bfa3e8840a3aebb82d9e137af24,0.0,False,554.0,MemeAmericaGIFAgain,7a126bdb7172486ea11b8c9bc7346562,18.0,0.07376782,workload1_not,yes,0.95,"yes, 0.95"
40658e63b1744c42bb03c44b550cd25f,Post,56,President Trump is fighting for the very soul of America!   ECHO if you believe Donald Trump is fighting for us!  FOLLOW these Great Patriots  Reply RIDE to get on the next train    Conductors   @moon52 @Mickelodoole @lakemonstercl @theconservativetsunami @ak1coleman @deplorableearl @tc69 @goodpoop @ammocollector @meetmichael @cmccbyfaith @janaurora @carolsievers88 @Ramann2010 @truthbetold4u @goodpoop @CarolYoung2795 @lonedisciple @twinjeremiah @tfurlipa @WillyWonka @Lorettashere @Sezz @LIPSTICKandYellowRoses @Dsware123  @OzarkMtnMama @JohnBugaj @PhoenixRising @Jimn9662   Patriots  @Bayfisher @JayMar416 @Fatboy22642 @Bettylchisum @Kdbgen51 @Zone01 @Kristinh2 @Sdeardenmcp @gingerpatriot64 @FreedomGeni @Chevy1956ElCamino @PattiBayou @Tonyfaust6 @PraiseJesusUSA @BarbieQd @PeppyDallas @MAGA1free @RGBjr @JayMar416 @Castroh @Lindajohnson595 @EliseK @DeplorableDeb45 @ThisChicks4Trump @Lasenggo @JohnyLT @Enda258 @RoDave @outdoorman1,20200813025120.0,87d97ed256cb4450aa75a789e2d5c8a2,0.0,False,105.0,RightoftheRight,40658e63b1744c42bb03c44b550cd25f,11.0,0.07292064,workload1_not,yes,0.95,"yes, 0.95"
f61d07f6211f4dedab69b39196f48d34,Post,256,"Trump has got so much evidence of fraud against the Democrats, if his team can't turn this thing around, he doesn't deserve to be president. I mean I have never seen a legal case that was this strong before.  It's 100% in President Trump's hands right now please pray for wisdom boldness and victory for him. He is truly our Obi-Wan.",20201108172056.0,23b4d63be875bf14578e5df5133444c8,0.0,False,1000.0,mitchellvii,f61d07f6211f4dedab69b39196f48d34,11.0,0.07073311,workload1_not,yes,0.95,"yes, 0.95"
5bebb0d69aa643479306328ed05c5e96,Post,102,Oooh dear god Almighty he's going to win again !!! I want to Epstein myself !,20190922230230.0,151e8850c6234c1389686bc605229ece,0.0,False,331.0,Mikewin,5bebb0d69aa643479306328ed05c5e96,23.0,0.07010172,workload1_not,yes,0.95,"yes, 0.95"
3406f05533934f4ca90fff626c17432e,Post,29,OBAMA PLAYED HIS RACE CARD...... HILLARY PLAYED HER SEXIST CARD  AND THE AMERICAN PATRIOTS PLAYED THEIR TRUMP CARD!  I FOLLOW BACK ALL #MAGA,20190607182630.0,495c7342148c4ea0a2c4ce9160037e9b,0.0,False,916.0,Omarrshabazz,3406f05533934f4ca90fff626c17432e,8.0,0.06703541,workload1_not,yes,0.95,"yes, 0.95"
2c0e1119e53f4ed98cb73026e0b85fa0,Post,13,"Article from GateWayPundit confirms, as I thought, the reason the top echelon at Pentagon was replaced so the military follows command.  Military Intelligence was also replaced, which also makes sense.  The CIA was out of the picture. They did not know.  As Sidney Powell said: ""we'll release the kraken."" #parler #parlerUSA #MAGA #stopthesteal #electionfraud",20201114042301.0,600f8c25783b4a49a85ffcc46dd822ce,0.0,False,102.0,iSapiens,2c0e1119e53f4ed98cb73026e0b85fa0,4.0,0.06578082,workload1_not,yes,0.95,"yes, 0.95"
990c40057dae4e149b400980124d524c,Post,19,"BREAKINGEXCLUSIVE:  #Minnesota Gov's Leftist socialist weird daughter #HopeWalz, was tweeting out Intel to violent looters & riotersJust Like #IlhanOmar's daughter #IsraHirsi Smh   Now that #POTUS has officially labeled #Antifa a Domestic Terrorist Org., lets hope that SHE & other ""Aiders & Abettors"" w/b held accountable Like #AOC in #NYC on Social Media, proudly touting her association & solidarity w/the riots looters, protesters, etc THIS MUST END!! #Patriots RISE UP!! TAKE BACK AMERICA!! #MAGA#KAG #VoteRedOrDead #TrumpLandslide2020 'nuff said...",20200531193520.0,4e8ff673b05e44a7b7dc3a7016803639,0.0,False,116.0,Trump45JPSavvy,990c40057dae4e149b400980124d524c,4.0,0.06321984,workload1_not,yes,0.95,"yes, 0.95"
029dfe966f8940099d37b06e5e0cde34,Post,30,"I'm so sick of Mexico dicking around with the U.S. Less than 3 HOURS after the tariff was imposed they're on the way up here...Really?? President Trump GAVE you more than enough time to work with us over border control and a 5% tariff scares you into reality?   Seriously, get your @steveshi to the boarder and not only protect your side but take these illegals back OUT of our country!!   Funny that they think Trump might bow down or cave into them...NOT GONNA HAPPEN!!!",20190531231233.0,ec506d396fa94fbba5af6465b1ac6935,0.0,False,71.0,Shawna,029dfe966f8940099d37b06e5e0cde34,4.0,0.060153432,workload1_not,yes,0.95,"yes, 0.95"
21b0bf986f6940d2ba2091e173eb869b,Post,14,"If Biden is confirmed as President, this is only the beginning of the kind of BS that the Kamala Harris administration will put this country through to advance her far left agenda.   #trump2020 #americafirst #liberty #freedom #trump #patriots #maga",20201120160052.0,aeddd682a49e4dd3afff88b02ab1424d,0.0,False,30.0,EricinUtah,21b0bf986f6940d2ba2091e173eb869b,5.0,0.05568258,workload1_not,yes,0.95,"yes, 0.95"
0665b2104d90417bbe27836544b7f394,Post,37,Americans are taking back their country.  America vs Antifa Democrats  Don't take schiff from anyone Silent majority can't remain silent anymore   @DoingRight1 follows back all   Vote Trump 2020 Vote Laura Loomer for Congress  #gijoevets  #gijoevets2  #ohiw,20200902012819.0,de287e8b6026980ea0372c95b1439588,0.0,False,342.0,DoingRight1,0665b2104d90417bbe27836544b7f394,4.0,0.053292487,workload1_not,yes,0.95,"yes, 0.95"
a423a755124141a39f49b4e2e57b5702,Post,54,This should apply not just to Loeffler and Perdue but to every damned RINO and gutless Republican in Washington who have turned their backs on the greatest president in the history of this country!  #boycottgeorgiarunoffs  #boycottgeorgiarunoff  #trump2024,20201124111319.0,73e5a478de64444fa955b093775afa10,0.0,False,67.0,Charlesragsdale53,a423a755124141a39f49b4e2e57b5702,4.0,0.053238377,workload1_not,yes,0.95,"yes, 0.95"
a163feda04ab43a7a5f9f0b401e8e229,Post,96,"Idk about you, but watching that Georgia Trump rally on #RSBN last night re-he-HEEEEEALLY got me fired up about all the bullshit and makes me want to piss off Biden voters (if they even truly exist) even MORE and rub it in their Soyjak NPC faces      #LOVEMYPOTUS! #Trump2020 #DemsCheat #DONALDMFTRUMP #MAGA #KAG #STOPTHESTEAL #Christmas #GiftIdeas #americansupremacist #patriot #1776 #liberty #swag #proudboys #freedom #iconicaf",20201206203125.0,7b2c8d2ff9794216842dc52f3cca9c4e,0.0,False,720.0,1776shop,a163feda04ab43a7a5f9f0b401e8e229,18.0,0.051867705,workload1_not,yes,0.95,"yes, 0.95"
d75ccf697f5243f3b1405008819c29db,Post,280,How confident do you feel that Trump is going to win reelection on a scale of 1 to 10?   I give it an 11.   I sense we on the brink of one of the greatest four years in American history.,20201025234927.0,23b4d63be875bf14578e5df5133444c8,0.0,False,874.0,mitchellvii,d75ccf697f5243f3b1405008819c29db,20.0,0.05051063,workload1_not,yes,0.95,"yes, 0.95"
d31cc43c6d594d27ab9462e38e2dff43,Post,42,A picture is worth a thousand words. A good video is priceless. African Americans are voting Trump 2020. Joe the sniffer this is why you needed the illegals.   America vs Antifa Democrats  Don't take schiff from anyone Silent majority can't remain silent anymore   @DoingRight1 follows back all   Vote Trump 2020 Vote Laura Loomer for Congress  #gijoevets  #gijoevets2  #ohiw,20200910030949.0,de287e8b6026980ea0372c95b1439588,0.0,False,720.0,DoingRight1,d31cc43c6d594d27ab9462e38e2dff43,9.0,0.049573965,workload1_not,yes,0.95,"yes, 0.95"
f1dc383083074c23816f4629f26d9e0f,Post,78,I had the MOST INCREDIBLE time at the Trump boat parade in Jupiter Florida yesterday! So much patriotism and love for our President. I have never seen this much excitement and enthusiasm in my entire life!!! #TrumpLandslide ,20201018172710.0,3f8890214152490f941dfc79a329d262,0.0,False,467.0,AJCats,f1dc383083074c23816f4629f26d9e0f,9.0,0.049037233,workload1_not,yes,0.95,"yes, 0.95"
db33802aa1c7499189598f368add6fa7,Post,212,How are my fellow Trumpers doing this morning?,20201117160715.0,0fb8544d8c6e4e3182013d6480fe3d01,0.0,False,685.0,PatriotsForTrumpShop,db33802aa1c7499189598f368add6fa7,30.0,0.048237007,workload1_not,yes,0.95,"yes, 0.95"
e3bc522798604a15b6f4fd19063f703e,Post,141,The evidence just keeps piling up!  #StopTheSteal,20201125224000.0,b1ad1b19a70d43ffa9c21a1b650022a5,0.0,False,2100.0,TommyRobinson,e3bc522798604a15b6f4fd19063f703e,25.0,0.04763711,workload1_not,yes,0.95,"yes, 0.95"
73e9a01a4d31454687629ba18bff0f26,Post,166,America needs its captain more than ever.,20201125010012.0,b1ad1b19a70d43ffa9c21a1b650022a5,0.0,False,3200.0,TommyRobinson,73e9a01a4d31454687629ba18bff0f26,15.0,0.046961594,workload1_not,yes,0.95,"yes, 0.95"
59898e5dbc6541b694cec5dc6aafd32a,Post,91,"Donald J Trump is that TV Apprentice guy, and the New York real estate mogul who did a cameo on Home Alone and appeared on Saturday Night Live a few times. He's also the greatest president America has ever had since George Washington. Trump's America is what America was always supposed to be. If you don't like it, you are not American no matter what your passport says and you should go to Greece. Sorry, but that's a fact.",20201005041908.0,f59b5e4f831a430fbc141b043c3baefc,0.0,False,897.0,StormIsUponUs,59898e5dbc6541b694cec5dc6aafd32a,9.0,0.045879953,workload1_not,yes,0.95,"yes, 0.95"
30dac0cb502e4bdcb0d8a8c101e816d5,Post,44,It is time to turn up the heat on these ANTIFA thugs.  Echo if you support Our President in ending this Anarchy  Via: @andyngo2000   FOLLOW these Great Patriots @RightoftheRight @moon52 @theconservativetsunami  @BevelynBeatty @DylanWheeler511  @mickelodoole @blocked  @warriorofgod @jesusiscoming  @thesaxonts @silverfox55  @thelibertytree @xarlu  @jayj6018 @hrothenb  @dalereis @Legerwr  @digitalpatriqt @beaumontmelissa  @trump2019 @tkersh  @tzarn @chele3253  @bikerfourfive @rosered  @GodRules @bwhit  @rwitguy @dannewitzmark  @skinpoknight @taptapper  @warriorprincess @warriorfortrump  @metwilliams035 @bradenzo  @lesizmoore @howardw  @toernegirl @crusader4maga  @garyjpalys @mthardwear5  @claudec @bgreen72  @realmikeanady @pd777  @americaspatriot @Lkel  @thunderbird7698 @restoration  @missyouremails @fedt9366  @bobs @scottyboy  @stabler @sandyyoung416  @dyro874 @planetmars46  @dianemo24012416 @wal09 @conservativetribune,20200722153731.0,87d97ed256cb4450aa75a789e2d5c8a2,0.0,False,213.0,RightoftheRight,30dac0cb502e4bdcb0d8a8c101e816d5,4.0,0.045013614,workload1_not,yes,0.95,"yes, 0.95"
13f90de834e045e5833d3a5c4dd7d301,Post,88,Post 3  Make America Great Again ,20200920101905.0,b1ad1b19a70d43ffa9c21a1b650022a5,0.0,False,803.0,TommyRobinson,13f90de834e045e5833d3a5c4dd7d301,9.0,0.04477207,workload1_not,yes,0.95,"yes, 0.95"
794ac07304214f2ea36c801129cdcf41,Post,62,Just run them over.  America vs Antifa Democrats  Don't take schiff from anyone Silent majority can't remain silent anymore   @DoingRight1 follows back all   Vote Trump 2020 Vote Laura Loomer for Congress  #gijoevets  #gijoevets2  #ohiw,20200826013216.0,de287e8b6026980ea0372c95b1439588,0.0,False,140.0,DoingRight1,794ac07304214f2ea36c801129cdcf41,10.0,0.04195201,workload1_not,yes,0.95,"yes, 0.95"
943c3a4b4d074b2b9c555620521c2f23,Post,86,Mass gathering of Christians in California for prayer session. You can't take GOD out of their hearts  America vs Antifa Democrats  Don't take schiff from anyone Silent majority can't remain silent anymore   @DoingRight1 follows back all   Vote Trump 2020 Vote Laura Loomer for Congress  #gijoevets  #gijoevets2  #ohiw,20200909234046.0,de287e8b6026980ea0372c95b1439588,0.0,False,949.0,DoingRight1,943c3a4b4d074b2b9c555620521c2f23,8.0,0.041515652,workload1_not,yes,0.95,"yes, 0.95"
895d3089c8814251bf9da45bc014872e,Post,69,"President Trump is doing his 5th rally, in the 5th State, in one day. This is extraordinary. Obviously this man cannot be replaced. Absolutely Amazing what he's done and what he does, ALL THE TIME. If this election isn't among the greatest landslides, if not the greatest, in history, I'll be a Monkey's Uncle.  5:5 WWG1WGA",20201102044655.0,0a1056ab57654ebd937503198700e20d,0.0,False,648.0,arhumes3,895d3089c8814251bf9da45bc014872e,7.0,0.03984796,workload1_not,yes,0.95,"yes, 0.95"
0cbad97a7d3243e9bfaa41dd00baf294,Post,130,#SteveBannon: Nancy Pelosi is going to bang her gavel in affirmation of #DONALDTRUMP 's victory on November 3  #WarRoomPandemic @warroom2020 #CCPVIRUS #WHITEHOUSE,20201118002228.0,d88d1a828aad457c84e0af7815f73e12,0.0,False,2100.0,WarRoomPandemic,0cbad97a7d3243e9bfaa41dd00baf294,15.0,0.03978594,workload1_not,yes,0.95,"yes, 0.95"
31aa12ecb39e447eb218f9591608c6fe,Post,40,Not happening on my watch.   America vs Antifa Democrats  Don't take schiff from anyone Silent majority can't remain silent anymore   @DoingRight1 follows back all   Vote Trump 2020 Vote Laura Loomer for Congress  #gijoevets  #gijoevets2  #ohiw,20200809210719.0,de287e8b6026980ea0372c95b1439588,0.0,False,297.0,DoingRight1,31aa12ecb39e447eb218f9591608c6fe,9.0,0.037576064,workload1_not,yes,0.95,"yes, 0.95"
fe642d66db364e4a8c2869db9b2615a5,Post,55,#parler #parlerksa #trump2020 #maga #meme #fightback #trumptrain #NWO #Anonymous #maga2020,20201212183959.0,20039929947b40788943b6d52f658e7d,0.0,False,345.0,tjf2020,fe642d66db364e4a8c2869db9b2615a5,5.0,0.036618557,workload1_not,yes,0.95,"yes, 0.95"
e3b7f93775a24419854d25044e89550b,Post,21,"WHOA!!! What a MONDAY! We kick off the week looking closer at the blatant scam in Georgia, new mail-in ballot numbers from PENNSYLVANIA that prove the election here CAN NOT be certified, and examine the host of anomalies that suggest Donald Trump didn't just win the presidential election... there's virtually NO WAY he could have lost. Buckle up!",20201207180926.0,969d307206d3433baf82c59ba7f377bd,0.0,False,175.0,WendyBellRadio,e3b7f93775a24419854d25044e89550b,4.0,0.035147294,workload1_not,yes,0.95,"yes, 0.95"
fd5ce08ee6ce4ca3b8bc23a9ee6a488c,Post,38,"First Lady Melania Trump about her husband President Trump: ""If you tell him it cannot be done, he just works harder"".  Thats why President Trump has achieved for our country what the Obama administration said was impossible. And that's the kind of President America needs!!! ",20200826030834.0,3f8890214152490f941dfc79a329d262,0.0,False,594.0,AJCats,fd5ce08ee6ce4ca3b8bc23a9ee6a488c,4.0,0.034460347,workload1_not,yes,0.95,"yes, 0.95"
1425ee4bd87342508d7495a5225f73f8,Post,37,#SteveBannon: The facts are on our side  #WarRoomPandemic @WarRoom2020 #americafirst #2020election,20201222171202.0,d88d1a828aad457c84e0af7815f73e12,0.0,False,643.0,WarRoomPandemic,1425ee4bd87342508d7495a5225f73f8,4.0,0.034427315,workload1_not,yes,0.95,"yes, 0.95"
812b340bb2ab47aa910587bf7c8cebfe,Post,59,If you don't believe 911 was an inside job than I guess I'll show you another coincidence  America vs Antifa Democrats  Don't take schiff from anyone Silent majority can't remain silent anymore   @DoingRight1 follows back all   Vote Trump 2020 Vote Laura Loomer for Congress  #gijoevets  #gijoevets2  #ohiw,20200918025231.0,de287e8b6026980ea0372c95b1439588,0.0,False,387.0,DoingRight1,812b340bb2ab47aa910587bf7c8cebfe,13.0,0.03400159,workload1_not,yes,0.95,"yes, 0.95"
ff6a7585fd6940e39dfea83abc2a9237,Post,22,"FRAUD AND CIVIL WAR IS COMING, PATRIOTS , ALL DEPLOYED  #parler #wwg1wga #maga #kag #newuser #news #trump2020 #trump #america #qanon #qarmy #areqawake #patriots #keepamericagreat #thegreatawakening #stopcensorship #freedom #freespeech #teamtrump #republican #antilgtb #whitelivesmatter #police #bluelivesmatter #christian FOLLOW,ECHO AND VOTE PLEASE",20200823003919.0,3dc1a71aebdc4cf3a9ffff266e126602,0.0,False,18.0,patriotsfl,ff6a7585fd6940e39dfea83abc2a9237,4.0,0.033561625,workload1_not,yes,0.95,"yes, 0.95"
cec97021c39a4df89f7894f5d9d21cc0,Post,56,Classic must watch. Antifa blocking traffic until she gets traffic cone across the head.  America vs Antifa Democrats  Don't take schiff from anyone Silent majority can't remain silent anymore   @DoingRight1 follows back all   Vote Trump 2020 Vote Laura Loomer for Congress  #gijoevets  #gijoevets2  #ohiw,20200831172836.0,de287e8b6026980ea0372c95b1439588,0.0,False,404.0,DoingRight1,cec97021c39a4df89f7894f5d9d21cc0,4.0,0.03279405,workload1_not,yes,0.95,"yes, 0.95"
c2cec59f947b4ee08695e64d77ccaadf,Post,106,"@FrontlineAmerica: If the Left gets away with the stealnow , patriots will continue and ramp up the fight until 2022, 2024.   We want to see this go to the #SUPREMECOURT.  President #TRUMP won and will be POTUS for #FOURMOREYEARS.  #WarRoomPandemic @WarRoom2020 #TRUMPSUPPORTERS",20201114161024.0,d88d1a828aad457c84e0af7815f73e12,0.0,False,1200.0,WarRoomPandemic,c2cec59f947b4ee08695e64d77ccaadf,9.0,0.032512564,workload1_not,yes,0.95,"yes, 0.95"
