vertex_id,user_id
6076,ag22ugpjebhnn3i74l3747xnn6ua
6079,ahdseqntsvkko6rdlrwcnrdncc5q
6085,ahalz7akvavl7qevbci55jvlgxoq
6088,ahie3axu3ol7ajhsrpsdnc53q23a
6092,ahfmwzeqlujqvcermux756a2mjoa
6095,aecnjezhugflnu7z6vnylvuqqqdq
6102,ahtlwvdxsmg5ymvmeiwwou6xbzma
6112,ag7gtqlamnwsfhi6gb6v56deoumq
6115,ahmg3alube3febhodtbhp5j24yda
6119,aflbmdzdipchmwwa7cxqxitpbjka
6122,ae2blxpeh643ounyurolejohcmwq
6125,afz37eyqg7fpf4xcfmn65crwehsa
6128,ahbxzhg7dtkjcr5nly73mpgtycla
6135,agdjtzco4lphw2hloj3jkqjy7ymq
6138,agohvw36i4zg6b7wuo54nyw54cmq
6141,ahzhtc5lccima727qafscgxm6kca
6144,agsxryuct4qqz6nliu5ptkamvsqa
6147,ahrkdow5k3dbtkdjjlhkn4lzd2ra
6150,ahzr5wmndr6wqd5xzo36jftuj4nq
6154,afv4cdjlqaierdsnqn5uqgpgxspq
6157,ahq7kczefken3kqc2njkbm4d2utq
6160,afrtlawhoqvkcbexpgdgrex4uviq
6163,afbteuj64wbmx6ogwxmx3lymtxoa
6167,ahzw6kj5mwsh3gglmjfc3lba2wia
6171,ahs3uqihchbb4hn3g47xwqfjvepq
6174,ahsmglj2rgc2jz3a6o7aqz5wntja
6178,af2wlgeb2vdeqvkptd5ctqgivcja
6181,ah7cc3el6hvr3b6fmyjslpyvfwqq
6184,af7q26i2lfszffqcfgiv2vkkxgta
6187,agcsqfrrmab6nv72zoyrm2losltq
6191,agqgd4pd5vu4wcwmqwkpuhbszitq
6194,aeehsgieoxlhdmnduygx4r4w5tza
6202,ah26dpfgzva6pyrys7g52e4rheba
6205,ahoscgyxar5k5fr4jpill7ke4iqa
6208,ahir2tjn7gnfmfmt334sqfdfv6va
6211,ahntoo3tgm45kfr4lb34t7ph2irq
6214,ahfmeq6dbrhy35lg4bte2bdgi4ra
6217,ahnolqg5szllngpof3gavrmqmqdq
6221,afcy4qbvmpntvs5cjdwjq56cwu4q
6224,aetlakygw5bphgokrg2tll42lova
6227,aftzwak3zhapcnsot5gckqdecbtq
6248,ahjyod56gvuhguw6nv4us7jr6nda
6255,agto4zp4zqnyllisv5xt4pmvy2nq
6259,aels3rsuuzsqzz7myzfux745oq3a
6262,ahezkyeth4dlybfqnvq6vfdgjggq
6268,afwa44ld7klmhdt3z4su2cp64wsq
6271,agca64ouvm2tjgnn3iuxmeu7kf6q
6276,ah2cmwltisgjmo52yv6dqtzwr3mq
6279,afguhrf4vf5v7mzxz2wpiu7uraaq
6282,agl4rjpgryle3bd4o2p7bwv5o6bq
6285,affsvgdwicqtpm3lr7eoue4cnxfq
6288,aetp7kwuaimmkxkhifecs3de5zda
6291,afpodzrbak5m5mtmfb2zjojoamya
6294,agwiu2dvvalevn4dnkj5cibfu4jq
6297,ag3fntqcnn3dhneyi2w2rvn77wda
6300,af33r63gdg66kkavdddiuvhez7sa
6303,agw2yfqe4aoehce747esdjyuljma
6306,afvfeyj52poqg4cq2ik4s5omyuma
6310,afgu3s4op6nrljwfig6bu2mgklda
6313,aemrw74woebx33jmzzv47xitieeq
6317,ag74ialgclb4epwztyzcpn7el3gq
6320,agxiewce2mmayftxfi5cfwp35jpq
6323,ahyzfbwwijmpelfzbffuoi32b6oa
6326,aht3b7xak4wmahco5xe6hjay7dhq
6329,ahdfwxd5x2ktleofgh3wpvyr2nsq
6334,afhjt45n6r4u54dbxuqi7cr6vp7a
6337,afvd7fkuiq4ddfapagfpmesej3va
6342,afjucbeac7m7srvurom6777htxma
6347,aecioa2cdbtehxaianxwhbllsdva
6351,ahcif4h3ufrued5x6k5xsltjzxvq
6356,afxagpujfx2obovxnotmm2edx3pq
6359,agcrdpyt2lvr5iwn3gsvzwgfbbta
6362,agvafsjvspgxmbkr4n6peoaxngfa
6369,afc5yu4zdtj6c6cbzhwlspigtpiq
6373,agwdyyvvwm3dc3casuzkxk67g6ia
6379,aehddddrtzado2c6mixij3x2qiaq
6382,aebgpqybcui5isffebiqu427vv3a
6386,aeecu4jk3ojal2cnrheq6igbpyta
6390,ahbcpwx5tqvfooqzn4fbrst6ysrq
6393,ahy5hbu4dfgmnem7xjtsib4lskra
6397,aej4fazbyk7z4w3w477ghplzjm5q
6401,aez7hy7o5rafvlphbhm4o2jtrthq
6404,afkck5u6zfouxbmauvxl7fysz4mq
6407,ahtd4y6gnxl2cefszkeyvqwu6uqa
6410,ahbygpxi5zcbxlelddyzxnynyzxq
6413,ahn5iz3lhrqte53fqyuzncttyhgq
6416,aeipgfo2zslct2n5ydb2yzvcjduq
6420,afkcqf2wav66nhzuvsnjntgvhuoa
6423,ahvrcyqq7yoj6sotew64feshbntq
6426,ae2fdsmqxyzj2f3fnjpttzpikyla
6429,agwn6epuzsglbzne2b456wsanxla
6432,agisxc75w6evpvvclp4mdrigi7uq
6436,ag7746y4saydqtn7ggaiojzpvyuq
6439,aeobn574djdio2m4karkzcvb3woa
6442,aey7ktvue2j7ikgzlrtfu36easxq
6445,ah5l5w3mis6bwfwagjb37hhckgwq
6449,ahmfctncaby6hpyd57grdmvp2ria
6453,aebvaqqb36pc2pjx32pwgvq2n67a
6457,ahxww3xzct6rvbfqbladsy33zs7q
6460,afe4576764bgddukgjzpqmhq2k2a
6463,ae3e2zd3yxpuupylkqmdr2phxj3a
6468,aemnvl3hqxwht7hdlnnwbv5wnlka
6474,aewuyyhgox2tk2k4zyun764ueocq
6477,ag3mcmwr4reip5cck6ahzpod7vea
6480,aea45b3kt25o2rmy76vrw2d67axa
6490,agyrmitusd6ieqmjdphyma7cji2q
6495,ahk5od7ylcgth5g7oytnpj6w3duq
6498,ah6eghnexyirgk5tzhy2jwk5jbwq
6502,aguvbocojypce3kqahxwd7uux2aa
6505,aglq7ia3awsdohlbr4uu353w7wxq
6508,ahhoxfioi3uwoozkm7h4jkqbnesa
6514,aeziw242ebvlbv24la7fkyvn7yuq
6524,af3qkqdbpoqrr3ykmxxvw5chwfma
6529,aev5qk5b6eoxf6deg7v36pkn2vaq
6532,afvbqcx345jqmlsiu2sg5yt64ahq
6535,agjka4ykq4znhqzdl5x4qimnv4va
6539,aemg6nqznwn3i36are7qmh5aa54q
6544,ahmrtixjujf27gqgzyzncn4uf5ia
6548,ahdz2hwio4u6xmdhucc64nn663ia
6551,ag5zhk6xuyhchsdtu7ztnq4t3bha
6554,ahsjumutjnjb2hxsvl4427if6w5a
6557,ahtlg4hmraka2pv64qs2ll2rsoha
6561,aheizfkleu26dwwbe77l67mm25dq
6564,ag3bmkrmgdrtl3j35by3t6krf7wq
6567,afwa6tj6iavf3mbdwsm4jkd75jca
6570,agfy75xrysj6v5ddlnvtxzqtziaq
6574,afqnhdz6azqgbk5ozozgkxwigbeq
6578,afczvotxxesiukwas76mb6uougxq
6581,aha3htfxw4fnheqqp2ceyt5qfntq
6584,aggc7vx2kqfzcsbuau3jid77skbq
6587,agijfq5ohyqfqvbz46hevwpkzljq
6590,aeuq7e3oooacs72s22ueyabfe5va
6593,aeqzvn5lxdcrhf2jgumzrr2zfheq
6597,aelnhgrmfxai65ajjg3w3e46fq7a
6600,agk3yof2vxw7dopfmoyrdxwu4e2q
6604,afyx5dxwj5stzhjmediepmocqlpa
6608,afcmeyxu74pilkqgl3lz67jwydka
6611,afshw2wfoqpcrnv4sndh4nqkn6iq
6618,ag73bvbkuoh22ussfja5zwl7akxa
6635,afghzcbyak4dterrujp7olc6fxsa
6638,ahjyrorajjycp2rvsy65brh2bqya
6641,aepo4uin26vzloyjnvrgbmxmb6la
6644,ahrm5ep3hdl47kvghqlrg2sy6uaq
6649,aghsasstq3jxzhyuawphrmoimrmq
6652,aesy7oaeqc2bxdy6enijo7raudda
6655,agiy5ijarhwckl2jnvgpelpbllza
6659,ahvgn6eiku3an233uxyem6rcnsqq
6662,ahoinrnhpk5lnw242jntw4glkqia
6667,ahtkwgxryot4ywouzrmh43rmb2qq
6670,agxzjubkmlqlk5b7tsava7tonkvq
6680,ahsjglhzfgs6spilf4kfdkgm4yua
6683,aeohoybbtynu2adho7z4qqbud5la
6686,aehw5rqt4lotrti2me73pk7qcmka
6689,ag4igunrhdq676xhmlz6mxn5coiq
6692,af3uynhyz7epptnk3avugx3wfkea
6695,ahuapu42waqbpmt23tbnvgmrj64a
6698,aft6uvcvtrlc6bngvayxhk4jnzsq
6701,aej7p4mtbtjlpbncbwagkvarofcq
6704,ahxdcxtmlzai7lbqxzblubaegwsq
6707,ahr67kx34py7d56extnrpyzgomra
6712,ahcghnxxiiwyqy6rxt25hapwx6va
6715,afsuamcmxhqtqgpvkhckrgydd7aa
6720,agvwaqfxzljzulqoe3l25j7ynxwa
6723,aerscaflt3ekuycxka2eseif6arq
6726,ah42zjo4cvzkyaogbg7ynfltqhyq
6730,ahkz6flsdfo7yuxhtrhm5bytkjoa
6734,ahlpt7avfo64zi6o5s3dvwyzi7lq
6737,agj2mgibgba7qv4lk4ixjuldd4ia
6740,ag6h2pcghoydfchn3nhsmghvwkuq
6744,aexbhy6s7pmevaqc7tve2rnm3r3q
6748,afejzvjfqjgf4pmku7snounm7oyq
6751,afaoddrrp3jwlid5zcve6py62ytq
6754,ahm56wa4fab2kzitxprw2wupzimq
6757,afcugml4sq6skhddrlf4r353zlxa
6760,afzmw4xf6hikznsyahl4zq64f6nq
6764,ah7ldxk3gt67fzkmrw7mp477djvq
6768,aers7y7nlenbh3mwiui4l4mddkhq
6772,ago64pvmxizw5plbeobvzg3ob35a
6775,aeovuw4todwy76b5rouuhhj2uita
6778,ahlajv4r5cmmodro6bkpza5knlfq
6781,aekpjagbas2zymvbsrw4xyeqi7ia
6786,afbsmzz6xxpn2rbvevkt7k2o4mnq
6789,ahb67o7lbhnhb3ed7mhwdbhdwl6q
6792,ahpzmktwpoen4onfw4eqapwnapra
6795,ah3qm74t3dzfkqep7d24yr46rgoq
6798,ag4vlgxvv6e2c6csjxhzgetvvkla
6801,aeqivu6bf23g3elojdce55wmerua
6804,agr5ppqavj5p5w7zyqcbvxmdeq3a
6807,ah6klkxp5so3pkyc6xnzqmcjljtq
6810,ahtu6csdvvqokfjga7lglt75qylq
6813,ah2rtuhr6hfpdyzutnzig2bilg2q
6818,ag46mtllyah56fbgxvzlqb4dr4ga
6823,agobmcn273i5viysqubq3esjmila
6826,afirejpokkrpuhuo347ovqdo4krq
6829,aencbhzdgv7ylez6u5k2exwq6vmq
6832,ag5nqwgledmmna3fcfthhx42oxoq
6836,aebdy2wifikxsqlm4ktqpgyzl37q
6840,ahcmvkkf56lydcdrwfnrq3v2zr5q
6843,agcvhbb42kn35veqv5axwe4emafq
6846,aemxp4o4ydheeh2bhx3bfcj2qawq
6850,ahaxfm3zv4m75jbkkcrrbscwuslq
6853,aeimk4zr5rzrm2o5xyx4qxirjjma
6856,ahxo5kwh7q2a2uttlgqwiir2onpq
6860,afc2dakrfmkgns5xxfuky5p7tzcq
6864,ahg467oarh57wfswmrp4y3lyfvfa
6867,ahxrdqwmclgbkdlafwct3bo6cp4a
6871,agpko37365yuzbrwfeoriufmofcq
6874,agq2eei6xbhtaxvnl5msf47ups3q
6877,ahtdygxhonm2bhendrmkmc34zzza
6886,aehmadndb7ufuhliifnjvjgsxbcq
6891,ahrmyfthikrgfg6v72q6rg7inkdq
6895,agohcmgbjz6ez62s5vnasjmtjzia
6898,aepvz4noikob5wrme32qjztxqtna
6901,ah5upjbd6nrfymyp2jzf45uz5pfa
6905,afnzbmbd77lshttp35bzp232ohlq
6908,agiekqu5tiqatski64p4snkozh3a
6912,aebqxm7lbxeqtjpgsdfmhqxtfp3q
6915,aflitifyupe5hlf32sjroxr2hwrq
6920,ahbtwp3hcaup4o7zda2yjad6fciq
6923,ae37r6cknovjbwgnaokl6ippqq7a
6926,ahswswodxvgguxdbt6czqcwpjuza
6929,af2kmvejlka4mszlh4jwfrg5dvoa
6932,ahl4774i2i5r7ousny7gx2s5xxva
6935,ahyi3o22apdqvj3cxejrhuyyr2ba
6941,affcht24kmidp3c34c3lqx732tzq
6944,aeyl33rqmqhqnhxttqqnyfmzub3a
6948,ahpldaziuxwtyui45avw2loisz5a
6952,ae2odz4vyq5fnnconshsnzm7phsq
6956,aeocbcbwaewh66gn6bsw643ymb2q
6959,ahfw4qijpyxzp2nx2drgrlgdotba
6962,ahna4y4zeud5tkjasaty35lba7ya
6966,ag26z5iggxd6wo5uvrbfu7kjlaoa
6970,agaymetpyshpci7eqdk76hhwtu6q
6973,ae3klvxgzpanxe5xlxykhtvaz3fq
6979,aftoqel223uuvvleqz3o4ptcxihq
6983,ahmp47dawwbkpnxnyuc7hrpzkryq
6986,aehdizivtdahpg5o4u63ztmadgqq
6989,ahm2yo44hu7uzhldt46r7v2zmyfq
6993,af3hnrs42ped363wabvizwdcxo5a
6996,ahqf345l3vyl4e47nenc74etpc6q
6999,agqwcgcj5vk5kibqbdtchrt74epa
7003,ae2gnh3uavy7mkxqlxl6ayjk6wnq
7006,ahh4gbp6mbmrvtfxawz7o2ts7anq
7009,ahjrvotas3gntxzlmfc7nloyfopq
7012,ae7i7kiwfygyhy6kmro5qiw4ekdq
7016,aenwigerayrbvb37anos2prlpn3a
7022,af3jwaod7hxw3hz7urfxwuwjthmq
7026,ahn7rq7egiwnw274jw2eipnzvv4q
7029,afwrwolhiyll3tsln6yrrb3jzijq
7033,ahcxm66ipfdwylapsjcm342hxfoa
7036,ahqptqv2ec4pyt3tmtx3jle4pk2a
7039,ahdzkppkut7hd47lxcbn7rqnn6kq
7044,ah6gdgyjexmoastf7girye6jyzaq
7047,ahquemwwxrex7jyb22x3j3exnloq
7050,ag7ibd4epp6h3yunakj65vc4x7xa
7058,aetqx4hkds7szo3vcz2btyjaj5kq
7061,agq3546atb4rgvh24eoti2v4vcqa
7065,aeasjkgzbkjvung2re7k76s63bca
7068,ahw7etgbkgx6dcg2lbag5yaxu46a
7074,ag5s3fazzeslvkaigagm2uq2fpbq
7077,ahh47mfbr2hhxm6sooo5g5db3qxa
7081,agaoru2h6yy5bp2xvtlvcfz2uruq
7084,ahg32v5z74ffkflacrpedm2fu5fa
7087,agsagon7vmtf2jcw4f4un7morxpa
7090,agng24qp6gi7xa6jghmrqz6sxuxa
7093,ahegpwdeany5tvzfrlw5jgpgtaiq
7096,agumweapb7luxcfhsfgz2vrbaw5a
7099,ah6ktsptv5h5gniaaz5dsqicj4hq
7102,ager76a2xztrkfw2o44s5p6fqaga
7105,ah52xgr4p66yxz3sfmsua52knoqa
7108,ahdlbg4cvdtmypo4dep5qfgwcmna
7112,ah7ngy7ckrkbyjg6ktop2eenfzka
7115,ahtaa4ovghwhfewc5wjvlatnksya
7118,ag3hey7a72kkvszjkokjrrrrf4ea
7121,agsw3ivicmuugosg6k4wic2oac2a
