vertex_id,asin,parent_asin
546,,b00x8myk3u
547,,b077yrmd6s
548,,b001l2s01c
549,,b003pvhi92
550,,b01ipqfn52
551,,b09zqtpkdw
552,,b01gpx3qgu
553,,b09brbyv4p
554,,b07nl5jytw
555,,b09yn1bd6m
556,,b08pdpwv9r
557,,b07qv6rwm3
558,,b01h6kwuwc
559,,b004p4tl8e
560,,b06wd63t8t
561,,b0c596gtvp
562,,b08r226qby
563,,b00t63g524
564,,b019i0vd2g
565,,b077nfgzj7
566,,b0778ctnyp
567,,b07jckhnbg
568,,b01aj5uvoa
569,,b07nryzqfg
570,,b001x53nc8
571,,b07vqprcj2
572,,b0c4y7xrc8
573,,b00bng654u
574,,b07wdl94dv
575,,b07dlxm6dx
576,,b07cbsv232
577,,b0001fsyq6
578,,b00bdri27w
579,,b098x9tsnj
580,,b0b213bmwf
581,,b01d1mtw4s
582,,b09fl3ntgb
583,,b008vo8u40
584,,b0b7kjq4d9
585,,b085c4frwr
586,,b08qrnh2xw
587,,b07dn4mw7f
588,,b076hy2294
589,,b0bmxs15zz
590,,b07xpnbbq3
591,,b0075o0bj4
592,,b0c3m3zznv
593,,b0cbs1s2s2
594,,b07mcz5mt8
595,,b01g8rk7qa
596,,b07pldqzj7
597,,b01lmk5iwg
598,,b0b1wsr4hj
599,,b0872nvkb2
600,,b001681qz8
601,,b0777zx7vh
602,,b011lwh4z4
603,,b08tcbjm2x
604,,b07pk4nqc3
605,,b0021y9o1o
606,,b07z7w8mkj
607,,b01nanehx5
608,,b077sknw6q
609,,b01doq7e8w
610,,b00e2hkzl6
611,,b01acihynk
612,,b082p858kr
613,,b01l816936
614,,b00488v9mi
615,,b081plr81p
616,,b081psfq5n
617,,b07bmpgr1j
618,,b09c6ng6bq
619,,b00008cm6e
620,,b00ce580b0
621,,b00xhx9uw6
622,,b0c591l3mk
623,,b09dz23jzc
624,,b07zwcmdbb
625,,b075wp91nx
626,,b075x24y7t
627,,b073qzd985
628,,b01mg5thus
629,,b01c588w0o
630,,b081t945kq
631,,b09fxh7yzb
632,,b08b3qt6wy
633,,b09mhhrwhn
634,,b084z3xtp9
635,,b01mr7gwrr
636,,b078wlyqzy
637,,b0c2xwg5ln
638,,b094991zqw
639,,b00khxrn78
640,,b0c6z6x12x
641,,b0c5ljcf5r
642,,b07k2nmj6h
643,,b00jdrdio6
644,,b000w32jea
645,,b01lmqoppg
646,,b004115b8u
647,,b0787lmxdb
648,,b06zxykfx6
649,,b08c7gpykh
650,,b008mjdvqg
651,,b00igi5b4s
652,,b00n2659pa
653,,b07n22gz65
654,,b0bntvft6b
655,,b06y4n7947
656,,b093hclmdc
657,,b002tjtsvc
658,,b07mzppfp1
659,,b0751gzhyd
660,,b014mawcuo
661,,b07fs4189s
662,,b000kkn0ts
663,,b000079xw5
664,,b07vq6l9y5
665,,b006z04lrm
666,,b0009ufjam
667,,b019fhns3o
668,,b00004s9cz
669,,b07pywxc8n
670,,b0971szzns
671,,b09txnf51f
672,,b07sz83ncq
673,,b0bll7px9k
674,,b09pmbx5by
675,,b08wv92y6s
676,,b0c6dlz6ql
677,,b01ipjok58
678,,b0bstgf3pm
679,,b07l38252s
680,,b079x37t79
681,,b079xzgvjk
682,,b09dmdrpfh
683,,b082tsrrf1
684,,b07y1b18cx
685,,b00xn4or0e
686,,b0001yh1o8
687,,b00yfq37rs
688,,b074htxmw2
689,,b07clp9ts1
690,,b0836rckfv
691,,b08lk7z682
692,,b01lx14jrm
693,,b073zks9gr
694,,b06y1d8kcp
695,,b004ow92wc
696,,b09wz6yg7f
697,,b09msyk83p
698,,b07b3pxlhz
699,,b07f2by85x
700,,b0081ptlbu
701,,b0963dv1kc
702,,b0c1brdxhy
703,,b07mxf5j3q
704,,b0000631zh
705,,b09nxdy33j
706,,b06x19b38m
707,,b0c6mjhftz
708,,b0cb73n3nq
709,,b000kgtxfw
710,,b07qwh7xjq
711,,b01kn1sk20
712,,b00xm36r72
713,,b07v9gfxs6
714,,b0b77klv2h
715,,b01naw5cyk
716,,b07211xmv1
717,,b0011ngt0u
718,,b074nchwbz
719,,b07mdlcjkm
720,,b018s3twp4
721,,b09tl29zcj
722,,b0795fc36c
723,,b08lmd9j2t
724,,b01alt7jqw
725,,b004vre9le
726,,b07vfzgljs
727,,b07tvl5t29
728,,b00ijcjegm
729,,b0b85bc4m8
730,,b013kotrvu
731,,b0bpkk81x6
732,,b07xz3lm27
733,,b0c2ppfccq
734,,b07b68trbn
735,,b07spz6kbl
736,,b0b6hvrxhv
737,,b0c5hdnyx3
738,,b017dqchrm
739,,b077t88sp1
740,,b00pljobwi
741,,b0773tqbyb
742,,b06xcfh12y
743,,b08559y7ny
744,,b07rpzbsfg
745,,b07b1zkjsm
746,,b0c6tzgrmf
747,,b00wim4d8i
748,,b0b83vv77l
749,,b0cfffm6wl
750,,b01cf1g4gk
751,,b0063cq7wy
752,,b092d255vc
753,,b09tt3pt8h
754,,b09k4ltjgj
755,,b000bpc5lg
756,,b0bx3d8gpz
757,,b00nhj8hzq
758,,b073xcdmgs
759,,b07yxpcgj5
760,,b0bbjrz8hh
761,,b0b7n9r4mc
762,,b075n2hvqn
763,,b08v84mzf1
764,,b0062cwmh4
765,,b002pjy7du
766,,b09153xfm7
767,,b0c63kny5s
768,,b00f1hxxtm
769,,b016aptxf6
770,,b010d6ffbo
771,,b0bdzzf1ms
772,,b08jgswr9h
773,,b09hpxz9jj
774,,b0bd1nf2ld
775,,b0blxhnszd
776,,b09pflg9zk
777,,b09w49s4kb
778,,b0br5dyggk
779,,b09p47mzfn
780,,b07xqkjws9
781,,b01bauubma
782,,b001u0onb6
783,,b0c46vds1p
784,,b008ms8mjs
785,,b075hw8m8l
786,,b01m02lgbz
787,,b006rk4inw
788,,b00875tvyq
789,,b08xxdgrz9
790,,b0052xtdxu
791,,b07n1v3ffc
792,,b07g2rtcz6
793,,b07yt95v42
794,,b075fjzwq2
795,,b09994gy51
796,,b0c1w2k4x9
797,,b0c67hlwbg
798,,b01aie05ys
799,,b00ihwqjgc
800,,b09nn37hvt
801,,b00duz8lbw
802,,b07j51mgcy
803,,b087dnxj7r
804,,b07b44bnn3
805,,b07bs32h2y
806,,b0c73wz6lb
807,,b0bzsnq96j
808,,b09r4s4z3q
809,,b00o4dgj3g
810,,b001u2n6yy
811,,b08hvk6p3g
812,,b07fsvz4l4
813,,b07nwzj9wh
814,,b0bc1h39qg
815,,b00pbk4ng6
816,,b0bnd33qtz
817,,b009g5mdhi
818,,b082437fqr
819,,b00arv4mzg
820,,b088f53pzv
821,,b0bhwfjk4g
822,,b0cdf4zsh2
823,,b0bn9ysh9g
824,,b017v5rkhc
825,,b07fgc35xy
826,,b07v1vdmdz
827,,b00sgc7oyo
828,,b0bgn5qtx7
829,,b01n07alj2
830,,b075b2tk61
831,,b01n979o1j
832,,b07tdmxc28
833,,b01e7rsc0g
834,,b09hx61t67
835,,b08jgtn7n8
836,,b013sslzze
837,,b0713ml7z6
838,,b01dnlf836
839,,b002aqswp2
840,,b08xxt7r51
841,,b09ld7hjv2
842,,b01j15bt4k
843,,b06y4cx2l9
844,,b0bwf8sj7p
845,,b084svs2r2
846,,b0086unwss
847,,b01i7anpyw
848,,b08n6czm32
849,,b0085e3q9a
850,,b0c2x8nggc
851,,b08t1gjsnb
852,,b079h3dwfp
853,,b08lkc22h8
854,,b07brt4znv
855,,b0921636zs
856,,b01mxjoixw
857,,b09yr963zj
858,,b0b1583vrh
859,,b0823jfb66
860,,b0c6zypjlh
861,,b07gbg13nc
862,,b07w83vkq9
863,,b00q3v08dy
864,,b0076zgc04
865,,b0c5gr77fv
866,,b0bnkpgmr4
867,,b088zsvr24
868,,b08crj1wyw
869,,b07n5hyhmr
870,,b084bvfbg9
871,,b001anxqq6
872,,b08lfyq347
873,,b08dc88vh3
874,,b07hr4czqx
875,,b084zglvng
876,,b0b5d2gk1j
877,,b09t3gmbsn
878,,b07mpvb3jk
879,,b07376l9fc
880,,b0c1thy3ld
881,,b0bf4hv95r
882,,b01h76xok2
883,,b01j7zab2u
884,,b09lks5h64
885,,b099w7f8tz
886,,b07s41npf3
887,,b09p8ft73f
888,,b00bm67p3g
889,,b00ypqnns6
890,,b003o9yuvy
891,,b08vvjs8nj
892,,b07mn7wyzl
893,,b09wh4ql1s
894,,b07vngxhy6
895,,b0bnbct1p6
896,,b07tf3k4r8
897,,b091pz8zl6
898,,b06wgmjjf1
899,,b07x8mzby6
900,,b07bfrkhy8
901,,b00blpsgg8
902,,b01mxwo8e8
903,,b0cbndl4dk
904,,b08xvtmfdr
905,,b077qmyqdd
906,,b085xl6j9r
907,,b076bbwngm
908,,b073byhfv8
909,,b01kgi6yve
910,,b089wmvxky
911,,b01m5iq41c
912,,b08pvf123k
913,,b0bp1dfgpm
914,,b076h1wb2w
915,,b0019z3xuy
916,,b08xrrwhyg
917,,b0bq97mwt9
918,,b07nz36kd1
919,,b0007ms5b2
920,,b074mpff4b
921,,b0764wdftx
922,,b0bgjm6k2g
923,,b08px9ydn3
924,,b01bsh725o
925,,b07y6p86sd
926,,b0bvwrm199
927,,b0br11v5b2
928,,b09f3cc5jt
929,,b084hzqdll
930,,b005mwtmpu
931,,b091v74w4n
932,,b0188af5xk
933,,b08fmwg5sk
934,,b0b2lwt3d1
935,,b089qqgm2y
936,,b07hmhbbnj
937,,b01lyfqyg0
938,,b09zq6dncj
939,,b07g2qpqkr
940,,b0c6b3qfjn
941,,b07mps6y1r
942,,b07kjgc2b5
943,,b07y2l7qmg
944,,b006239nxy
945,,b09726nbzh
946,,b07jjyb272
947,,b07jzpgcrw
948,,b0bsdsntc2
949,,b01lxkkuy8
950,,b09m7p3mhq
951,,b08h9kpsym
952,,b07g7zl2cy
953,,b01ms6xxob
954,,b007g6mx2e
955,,b00004rddn
956,,b07xj7qfwb
957,,b0bt1d98qf
958,,b00c94n192
959,,b08bfj8wyy
960,,b06zylp2wm
961,,b07wc2qns6
962,,b0b62ktgnw
963,,b082f4spgm
964,,b001tj2phm
965,,b000eosfhc
966,,b0cd4kf9qj
967,,b01dae3sg0
968,,b01guvg6qo
969,,b0bpm46klg
970,,b07bd54t1w
971,,b00hsf67h0
972,,b07n49yrw1
973,,b07l2h41m1
974,,b0bqqzz3n8
975,,b09jjvs3ck
976,,b073hqvl5x
977,,b00jmg317c
978,,b0c4wjshzj
979,,b08czf2pxl
980,,b06xkkgr43
981,,b06xwbz3hk
982,,b00hsboveu
983,,b005mr8uki
984,,b073whtns1
985,,b0c5y3prn5
986,,b085sbtsbd
987,,b08twq8wd1
988,,b00c7hgl66
989,,b0bll7f3c4
990,,b0723br8jv
991,,b07256n523
992,,b09h1mlzfh
993,,b0919xyrw1
994,,b000eimppq
995,,b0bgsd7sff
996,,b0875tnbx5
997,,b002zoczie
998,,b0017phq6s
999,,b07fn8h1p5
1000,,b07bmhspl2
1001,,b01j8xs1s2
1002,,b09j5fby8h
1003,,b0127cpi28
1004,,b08htz55hm
1005,,b006w2xnuo
1006,,b0001djvfg
1007,,b08cxw4mgc
1008,,b000cpi74o
1009,,b00uvyqwfw
1010,,b0000ulkm2
1011,,b01mt7isij
1012,,b0bs3ngpky
1013,,b076h279sx
1014,,b07pcsqrh7
1015,,b073jhz9l9
1016,,b00i3ym8za
1017,,b0c45bzpz5
1018,,b00c0e1z26
1019,,b07n51sfqb
1020,,b088wcmkd8
1021,,b078hfgj3t
1022,,b01naj6t73
1023,,b00nt1rod8
1024,,b00bcoxkfa
1025,,b00akg48kc
1026,,b07r8hq866
1027,,b08tsw1pzc
1028,,b08mx4rsyh
1029,,b01be6ll3i
1030,,b0bjfv9wd6
1031,,b06y6hyyzr
1032,,b07hhvk45z
1033,,b01mf5wup1
1034,,b072hqp5qs
1035,,b00kkojize
1036,,b00toorl1y
1037,,b0c4hprysm
1038,,b086k1g8w3
1039,,b07rm1vjsn
1040,,b093lvzbtr
1041,,b01m0n98s8
1042,,b07w5v5ypk
1043,,b01m9a33nl
1044,,b001k35y1g
1045,,b00uz9yfyi
1046,,b01nata6fa
1047,,b000ilfrta
1048,,b0748d4g73
1049,,b01gua11i8
1050,,b0bwn5h562
1051,,b07fn6dny3
1052,,b00l2zi1n0
1053,,b08pkm5lsx
1054,,b07q4twvhr
1055,,b01n157420
1056,,b08z8ftqhp
1057,,b01bgs9jva
1058,,b0c85wkysp
1059,,b005ds5jq4
1060,,b071qxwq6k
1061,,b079ddl8g8
1062,,b0b19hxgj2
1063,,b000063uzs
1064,,b082f1ttlf
1065,,b08cd19l41
1066,,b08r9jhn1y
1067,,b0bjtm4j23
1068,,b086qy619v
1069,,b07fpb7scq
1070,,b09skxy483
1071,,b08nffr587
1072,,b00005ncwv
1073,,b0949lxj5y
1074,,b08hhj35f6
1075,,b095w7v6tw
1076,,b09zrp18rl
1077,,b01mypv8i1
1078,,b0714j8y2r
1079,,b08mf73wzh
1080,,b014mllkce
1081,,b09tb4p8vl
1082,,b07t4byxhb
1083,,b095hq9d6v
1084,,b0736p7lz6
1085,,b07qvl485b
1086,,b07z7myfc8
1087,,b07cqml4jr
1088,,b00120nncy
1089,,b09tvzycsn
1090,,b003wsupdy
1091,,b00004ocjk
1092,,b08hzj715r
1093,,b0051ohw38
1094,,b088d1m1bd
1095,,b095qdhfx5
1096,,b01kgbp6i8
1097,,b09pc8wrzd
1098,,b07x1xhs15
1099,,b07s1y48tp
1100,,b00r8kti12
1101,,b07v1p9yll
1102,,b0030mpbz4
1103,,b0046vbaki
1104,,b06xry35vz
1105,,b08djblbtt
1106,,b008bsgw78
1107,,b086gsjcwy
1108,,b01lzamz1m
1109,,b08frq15jj
1110,,b01et5z7yk
1111,,b0c5mxmltd
1112,,b07dvzwdbk
1113,,b076frt1jq
1114,,b0c3m4nx8l
1115,,b08l971cvj
1116,,b0057fqcnc
1117,,b08p6665yh
1118,,b00isv0rro
1119,,b0bq6nkxs7
1120,,b0bfv8ljv3
1121,,b08b8b73vd
1122,,b07jnqh398
1123,,b014v0svfu
1124,,b0000ulc34
1125,,b092lx5pdw
1126,,b09n6tlnt9
1127,,b014oqvci4
1128,,b00yvyphx6
1129,,b015g36gfs
1130,,b076rcyrs3
1131,,b0000cfmu0
1132,,b0c6661zgr
1133,,b001avszgy
1134,,b000g00yog
1135,,b09tshdpsq
1136,,b08b44dl21
1137,,b07cddck3l
1138,,b0c78rf3qk
1139,,b0bv3dv75k
1140,,b07bllhv71
1141,,b0cf8yg6xv
1142,,b01aaueavy
1143,,b0bn4vtst6
1144,,b005e5r6ui
1145,,b0c23y8cq9
1146,,b075ffjgsb
1147,,b0b74sgf31
1148,,b07d1zf5fx
1149,,b07mz7kdz5
1150,,b0b66zx7vm
